Judul,Tanggal,Penulis,Label,Kota,Content,Url
"Polisi: Pemukulan terhadap Sopir Transjakarta Murni Penganiayaan, Tidak Ada Kecelakaan Lalu Lintas","Kompas.com - 27/08/2022, 07:10 WIB",Jessi Carina,Megapolitan,"Sopir Bus Ditampar Pengemudi Mobil, Transjakarta Tempuh Jalur Hukum","

JAKARTA, KOMPAS.com - Kepolisian mengungkapkan, pemukulan yang dilakukan pengendara mobil pribadi terhadap pengemudi TransJakarta di Jalan Raya TB Simatupang, Pasar Minggu, Jakarta Selatan, murni penganiayaan.
""Keterangan dari sopir tidak ada unsur kecelakaan lalu lintas, murni penganiayaan,"" kata Kasi Kecelakaan Lalulintas (Laka Lantas) Direktorat Lalulintas (Ditlantas) Polda Metro Jaya, Kompol Edy Purwanto saat dihubungi di Jakarta, Jumat (26/8/20).
Edy menegaskan, kejadian tersebut merupakan penganiayaan dan korban akan melapor ke Polres Metro Jakarta Selatan.
Satuan Reserse Kriminal akan melakukan penyelidikan lebih lanjut terkait kasus kekerasan di jalanan tersebut.
Polda Metro Jaya masih belum merinci kronologi kejadian yang terjadi pada Kamis (26/8) malam itu.
Baca juga: Sopir Bus Ditampar Pengemudi Mobil, Transjakarta Tempuh Jalur Hukum
""Saya juga belum tahu dan baru lihat. Terus saya konfirmasi TransJakarta seperti itu. Sekarang (korban) mau lapor Polres Metro Jaksel,"" tuturnya.
Sebelumnya, viral di media sosial sebuah video yang memperlihatkan pengendara mobil pribadi memukul pengemudi bus TransJakarta usai sebelumnya beradu mulut.
Berdasar video yang disebar akun Instagram @merekamjakarta, kejadian tersebut berlangsung di Jalan Raya TB Simatupang, tepatnya di perempatan Ragunan, Cilandak Timur, Pasar Minggu, Jakarta Selatan.
Video tersebut menampilkan rekaman seorang pria yang menghampiri sopir transjakarta dari sisi kanan bus. Ia langsung menunjuk ke arah wajah sang sopir sembari meluapkan emosinya.
""Makanya, lo ngerti enggak di belakang? Lo ngerti enggak di belakang, gue tanya?"" hardik pria dalam video tersebut dikutip Jumat (26/8/2022).
Baca juga: Sopir Bus Transjakarta Cekcok dengan Pria Tak Dikenal, Wajahnya Digampar
  ",http://megapolitan.kompas.com/read/2022/08/27/07103531/polisi-pemukulan-terhadap-sopir-transjakarta-murni-penganiayaan-tidak-ada
"Lagi, Ibu dan Anak Tewas Tertabrak Truk di Gresik","Kompas.com - 26/08/2022, 18:34 WIB","Kontributor Gresik, Hamzah Arfah",Regional,"GRESIK, KOMPAS.com","
GRESIK, KOMPAS.com - Ibu dan Anak di Kabupaten Gresik tewas setelah motor yang mereka tumpangi ditabrak truk di Jalan Raya Desa Setrohadi, Kecamatna Duduksampeyan, Gresik, Jawa Timur.
Kepala Unit Kecelakaan Lalu Lintas Kepolisian Resor (Polres) Gresik, Ipda Wiji Mulyono mengatakan, Noraika Safitri (29), dan anaknya, AAH (5), tewas dalam kecelakaan itu.
Baca juga: Kepala Desa Roomo Gresik Jadi Tersangka Korupsi ADD
Ibu dan anak itu menumpangi motor Yamaha Vixion dengan nomor polisi W 3928 JF yang dikendarai sang suami, Muhammad Arif Rahman (28).
""Kejadiannya sekira jam 10.30 WIB tadi, di Jalan Raya Desa Setrohadi. Mereka berboncengan satu motor tertabrak truk, dua meninggal di lokasi, satu mengalami luka (Muhammad Arif),"" ujar Wiji, saat dikonfirmasi, Jumat (26/8/2022).
Wiji menjelaskan, satu keluarga yang menumpang motor tersebut ditabrak oleh truk dengan nomor polisi M 8120 UM.
Truk tersebut dikemudikan SKAS (29), warga Desa/Kecamatan Propoh, Pamekasan, Madura, Jawa Timur.
""Dugaan sementara sopir truk mengantuk sehingga tidak menguasai setir, mau pulang ke Madura setelah dari Jawa Tengah,"" ucap Wiji.
Truk yang dikemudikan SKAS tiba-tiba oleng ke kiri dan menabrak motor korban di lokasi kejadian. Sepeda motor korban semapt terseret di kolong truk, sedangkan ketiga korban terpental.
Noraika dan putrinya yang berusia lima tahun meninggal akibat luka setelah terhempas dan membentur aspal.
Sedangkan Muhammad Arif selamat, tetapi mengalami luka akibat kecelakaan lalu lintas itu.
""Korban meninggal sudah dibawa ke Rumah Sakit Umum Daerah (RSUD) Ibnu Sina untuk visum. Sementara semua kendaraan dan sopir truk, sudah kami amankan untuk pemeriksaan lebih lanjut,"" kata Wiji.
Baca juga: Berkedok Bubuk Kopi, Paket yang Diterima Pria di Gresik Ternyata Berisi 3 Kilogram Ganja
Selama Agustus 2022, insiden kecelakaan menewaskan ibu dan anak sudah dua kali terjadi.
Sebelumnya, Ratna (40) warga Kecamatan Sidayu bersama kedua anaknya K (7) dan H (6) juga meninggal dunia usai tertabrak dan terlindas dump truk di Jalan Raya Gunungsari, Desa Indrodelik, Kecamatan Bungah, Gresik. Sedangkan suaminya selamat, meski terluka.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://surabaya.kompas.com/read/2022/08/26/183412178/lagi-ibu-dan-anak-tewas-tertabrak-truk-di-gresik
Kota di New Jersey Catat Nol Kematian akibat Kecelakaan Lalu Lintas Selama 4 Tahun,"Kompas.com - 26/08/2022, 15:00 WIB",Tito Hilmawan Reditya,Global,KOMPAS.com,"
KOMPAS.com - Pada Januari 2019, Sarah Risser berada di kursi penumpang saat putranya, Henry Zietlow, mengantar mereka dari Minnesota ke Michigan untuk ski.
Mereka berada di jalan raya Wisconsin ketika sebuah mobil pikap yang melaju dengan beban terlalu berat membelok ke jalur mereka.
Sarah selamat dari tabrakan. Henry tidak. Dia meninggal di usia 18 tahun.
Baca juga: [POPULER GLOBAL] Foto Kecelakaan Kobe Bryant | Tokoh Pro-Putin Tewas Lagi dalam Bom Mobil
Dilansir NPR, ini cerita yang mengerikan, tapi Risser tahu itu juga cerita yang umum. Kematian lalu lintas memang telah meningkat selama 16 tahun terakhir.
Pada tahun 2021, hampir 43.000 orang meninggal dalam kecelakaan kendaraan bermotor di AS, meningkat 10,5 persen dari tahun 2020.
Namun di beberapa negara bagian, ada hal yang berbeda. Di Hoboken, New Jersey, tidak ada satu pun kematian lalu lintas dalam empat tahun.
Bagaimana bisa?








Baca berita tanpa iklan. Gabung Kompas.com+

Hoboken adalah kota berpenduduk sekitar 60.000 orang yang berada dalam jarak pandang Manhattan tepat di seberang Sungai Hudson.
Prestasinya dalam menghentikan kematian di jalan dimulai dengan langkah-langkah sederhana, menurut pejabat kota.
Direktur transportasi dan parkir Hoboken, Ryan Sharp, mengatakan kota itu telah mengerahkan sejumlah inisiatif untuk membuat persimpangan dan jalan tertentu lebih aman. 
",http://www.kompas.com/global/read/2022/08/26/150000870/kota-di-new-jersey-catat-nol-kematian-akibat-kecelakaan-lalu-lintas
"Tabrak Truk, Porsche Hangus Terbakar dan Pengemudi Tewas di Tol Jagorawi","Kompas.com - 26/08/2022, 12:39 WIB",Aprida Mega Nanda,News,"JAKARTA, KOMPAS.com -","
JAKARTA, KOMPAS.com - Baru-baru ini terjadi kecelakaan maut yang menimpa satu unit mobil sport Porsche di Km 42+800 Tol Jagorawi arah Ciawi, Puncak, Bogor, Jawa Barat.
Porsche tersebut terbakar setelah menabrak bagian belakang truk Mitsubishi Fuso pengangkut pakan ayam, pada Kamis (25/8/2022) malam.
“Betul, jadi di Km 42+800 ada kejadian mobil Porsche yang menabrak bagian belakang truk yang berjalan pelan di lajur 1. Dari keterangan saksi tadi malam kecelakan terjadi karena pengemudi kurang konsentrasi,” ucap Kepala Satuan Lalu Lintas (Kasatlantas) Polres Bogor AKP Dicky Prananta, saat dihubungi Kompas.com, Jumat (26/8/2022).
Baca juga: Awas Macet, Masih Ada Pekerjaan Jalan di Ruas Tol Jagorawi
Berdasarkan keterangan, mobil Porsche tersebut melaju dengan kecepatan tinggi. Pengemudi tidak bisa mengendalikan mobil tersebut dan langsung menabrak bagian belakang truk hingga terbakar.
Akibat kejadian tersebut, pengemudi mobil Porsche yang terlibat kecelakaan dengan truk ditemukan tewas karena terperangkap di dalam mobil.
Hilangnya konsentrasi saat berkendara memang bisa menjadi penyebab terjadinya kecelakan. Untuk itu pengemudi dituntut untuk selalu tetap fokus dan memperhatikan beberapa hal.
WendellandCarolyn Berkendara di belakang kendaraan besar di jalan tol
“Pertama, pengemudi harus jaga jarak aman 4-6 detik kedepan. Dan apabila jarak pandang hanya 100 meter maka harus menyalakan lampu jauh,” ucap Training Director Safety Defensive Consultant Indonesia (SDCI) Sony Susmana, Jumat (26/8/2022).
Hal penting lainnya yang harus diperhatikan adalah jaga dan segera kurangi kecepatan apabila ada objek seperti truk yang berjalan lambat.
“Jangan pernah tes kecepatan di jalan tol, terlihat sepi atau kosong tapi bahayanya besar. Serta jaga emosi untuk tidak mengira-ngira dengan menyusul kendaraan dari sisi kiri dan pastikan fokus pengendara minimal 95 persen. Sehingga antisipasi atau keputusan yang diambil tidak gagal,” katanya.
Perihal mobil terbakar, pada dasarnya terjadi karena ada kebocoran pada saluran bahan bakar dan oli mesin. Potensi kebocoran ini, akan semakin besar jika mobil mengalami tabrakan di bagian depan dan belakang karena area mesin atau tangki bahan bakar terguncang.
trofire.com Ilustrasi mobil terbakar secara tiba-tiba
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 

",http://otomotif.kompas.com/read/2022/08/26/123911215/tabrak-truk-porsche-hangus-terbakar-dan-pengemudi-tewas-di-tol-jagorawi
"Sopir Avanza yang Tabrak Motor di Ambon Menyerahkan Diri, Ternyata Mabuk Saat Kejadian","Kompas.com - 25/08/2022, 16:14 WIB","Kontributor Ambon, Rahmat Rahman Patty",Regional,"AMBON, KOMPAS.com ","
AMBON, KOMPAS.com - Sopir mobil Toyota Avanza yang menabrak pengendara motor di Kawasan Poka, Kecamatan Teluk Ambon, Kota Ambon, menyerahkan diri ke polisi.
Berdasarkan pemeriksaan, pelaku ternyata mabuk saat kecelakaan tersebut.
Baca juga: Video Viral 2 Perempuan Berkelahi di Trotoar Kota Ambon, Warga Berusaha Melerai
“Sopirnya itu diketahui dalam keadaan mabuk saat mengemudikan kendaraan,” kata Kepala Seksi Humas Polresta Pulau Ambon dan Pulau-Pulau Lease, Ipda Moyo Utomo kepada Kompas.com, Kamis (25/8/2022).
Sopir Avanza berinisial FL (23) itu sempat melarikan diri bersama dua rekannya yang berada di dalam mobil setelah kecelakaan itu.
Namun, pelaku telah menyerahkan diri ke Polsek Teluk Ambon.
“Sopir sudah menyerahkan diri ke kantor Polsek,” ujarnya.
Sebelumnya, sebuah mobil Toyota Avanza yang mengangkut tujuh penumpang termasuk sopir terjun ke pesisir pantai di kawasan hutan mangrove di depan PLTD Poka, Kecamatan Teluk Ambon, Kota Ambon, Kamis (25/8/2022) dini hari.  
  
Sebelum kecelakaan itu terjadi, sang sopir yang ugal-ugalan tak mampu mengendalikan kendaraan hingga menabrak motor di depannya.
Akibat tabrakan itu, pengemudi tak bisa mengendalikan mobilnya. Sehingga, mobil itu terjun ke pantai dan terbalik. 
Baca juga: Berkas Lengkap, Ayah yang Tega Perkosa Putri Kandung di Ambon Diserahkan ke Jaksa
Sedangkan pengendara motor yang ditabrak terluka dan dilarikan ke Rumah Sakit dr J Leimena Ambon.
Polisi yang datang ke lokasi kejadian kemudian melakukan olah tempat kejadian perkara dan memeriksa sejumlah saksi. Selanjutnya mobil dan sepeda motor yang mengalami kerusakan langsung diamankan petugas sebagai barang bukti.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://regional.kompas.com/read/2022/08/25/161413778/sopir-avanza-yang-tabrak-motor-di-ambon-menyerahkan-diri-ternyata-mabuk
"Pengendara Motor Hindari Polisi Saat Lawan Arus di Depok, Pembonceng Tewas Terlindas Mobil Tangki","Kompas.com - 22/08/2022, 13:32 WIB",M Chaerul Halim,Megapolitan,"DEPOK, KOMPAS.com","
DEPOK, KOMPAS.com - Kecelakaan maut melibatkan mobil tangki Pertamina dengan pengendara motor terjadi di Jalan Raya Ciputat-Parung, tepatnya di depan Godong Ijo Kota Depok, Senin (22/8/2022) pagi.
Akibatnya, seorang pria yang dibonceng motor itu tewas terlindas mobil tangki tersebut.
Seorang saksi mata bernama Darmawan mengatakan, kejadian bermula ketika pengendara motor bersama rekannya menyeberang ke Jalan Raya Ciputat-Parung setelah menghindari polisi lalu lintas saat melawan arus.
Baca juga: CSIS Ungkap 10 Nama yang Dinilai Cocok Jadi Gubernur DKI Jakarta, mulai Riza Patria hingga Risma
Namun, ketika hendak putar balik, pengendara motor tak dapat mengendalikan keseimbangan, lalu terjatuh.
""Kejadiannya itu, korban putar balik, terus dia kepeleset, terus jatuh ke kanan, ternyata ada mobil Pertamina, kemudian ketabrak ban belakang motor,"" kata Darmawan kepada wartawan, Senin.
Saat itu, kata Darmawan, mobil tangki Pertamina itu melaju dari arah Ciputat menuju Parung.
Atas kejadian itu, pembonceng motor dikabarkan meninggal dunia di tempat, sedangkan pengendara motor mengalami luka-luka di bagian muka.
""Yang dibonceng kepalanya kelindas mobil Pertamina dan meninggal dunia di tempat. Kalau pengemudinya lecet di bagian muka,"" ujar Darmawan.
Baca juga: Duel Sengit Sopir Taksi Online di Bekasi Lawan Perampok yang Nyamar Jadi Penumpang
Kedua korban telah dilarikan ke Rumah Sakit Umum Daerah (RSUD) Kota Depok untuk dilakukan penanganan medis.
""Korban dievakuasi ke RSUD Depok,"" imbuh Darmawan.
Dihubungi terpisah, Kanit Laka Lantas Polres Metro Depok AKP Rasman membenarkan adanya kecelakan tersebut.
Namun, pihaknya masih mengumpulkan bukti-bukti untuk mengetahui penyebab dan kronologi kecelakaan itu.
""Masih kami tindak lanjuti, masih mengumpulkan saksi-saksi di lapangan untuk dimintai keterangan dan akan dilakukan olah TKP, syukur-syukur ada (kamera) CCTV,"" kata Rasman.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://megapolitan.kompas.com/read/2022/08/22/13322891/pengendara-motor-hindari-polisi-saat-lawan-arus-di-depok-pembonceng-tewas
"Truk Tabrak Motor di Jalan Raya Bungah Gresik, 2 Orang Tewas ","Kompas.com - 20/08/2022, 22:59 WIB","Kontributor Gresik, Hamzah Arfah",Regional,"GRESIK, KOMPAS.com -","
GRESIK, KOMPAS.com - Kecelakaan lalu lintas antara truk dan sepeda motor kembali terjadi di Gresik, Jawa Timur. Akibat kecelakaan itu, dua orang tewas di lokasi kejadian.
Korban merupakan pengendara motor bernama Adhitya Ramadhani (19), warga Kecamatan Sidayu, dan penumpang bernama Tasya Putri Aliffiyah (18), warga Kecamatan Ujungpangkah.
Baca juga: 3 Motor Terlibat Kecelakaan Beruntun di Gresik, Seorang Pengendara Tewas
""Insiden kecelakaan itu melibatkan dump truk, sepeda motor dan truk tangki. Terjadi di Jalan Raya Desa/Kecamatan Bungah, sekira pukul 08.30 WIB tadi,"" ujar Kepala Unit Kecelakaan Lalu Lintas Kepolisian Resor (Polres) Gresik, Ipda Wiji Mulyono, saat dikonfirmasi, Sabtu (20/8/2022).
Dump truck dengan nomor polisi B 9660 KYY tersebut dikendarai AK (39), warga Kecamatan Mojo Tulungagung. Sementara truk tangki dengan nomor polisi T 9724 DC dikemudian S, warga Mojokerto.
Kecelakaan bermula ketika dump truck yang dikendari AK melaju dari arah utara menuju selatan. Di lokasi kejadian, dump truck menyeruduk motor yang dikendarai Adhitya.
Tabrakan itu membuat motor membentur truk tangki yang dikemudikan S. Truk tangki itu sedang berhenti di depan motor korban.
""Pengemudi dump truk tidak memperhatikan arah depan dengan jelas dan tidak bisa menjaga jarak aman, sehingga membentur bagian belakang sepeda motor hingga terdorong ke depan dan membentur bagian belakang truk tangki,"" kata Wiji.
Baca juga: Melihat Keseruan Lomba Balap Dayung di Gresik, Peserta: Ternyata Susah Juga
Adhitya dan Tasya tewas di lokasi kejadian akibat luka di bagian kepala dan dada. Petugas yang mendatangi lokasi kejadian lalu mengevakuasi mereka.
""Pengemudi dan kendaraan yang terlibat sudah kami amankan. Sementara kedua korban meninggal dunia, dibawa ke RSUD Ibnu Sina Gresik untuk dimintakan visum,"" ucap Wiji.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://surabaya.kompas.com/read/2022/08/20/225943578/truk-tabrak-motor-di-jalan-raya-bungah-gresik-2-orang-tewas
"Sedang Tangani Kecelakaan, Beberapa Petugas Tewas Tertabrak Bus","Kompas.com - 20/08/2022, 19:50 WIB",Irawan Sapto Adhi,Global,"ERBIL, KOMPAS.com -","

ERBIL, KOMPAS.com - Dua kecelakaan lalu lintas di Provinsi Gaziantep di Turkiye tenggara pada Sabtu (20/8/2022), menewaskan 16 orang, termasuk petugas pemadam kebakaran, petugas kesehatan, dan jurnalis.
Kecelakaan itu juga dilaporkan menyebbabkan lebih dari 20 orang terluka.
Diberitakan Anadolu Agency, sementara petugas pemadam kebakaran dan tim medis sedang menangani kecelakaan mobil di jalan raya yang menghubungkan Gaziantep ke Adana dan Tarsus pada Sabtu pagi, sebuah bus penumpang besar yang bergerak cepat terbalik dan menabrak tim penyelamat dan lainnya di sekitar mereka.
Baca juga: Baru Bertemu Putin, Erdogan Pastikan Turkiye Berada di Pihak Ukraina
Tidak lama setelah insiden kecelakaan, Gubernur Gaziantep Davut Gul mengatakan ada 15 orang tewas, termasuk tiga petugas pemadam kebakaran, dua petugas kesehatan, dan dua jurnalis yang meliput insiden awal.
Gubernur menambahkan bahwa 22 lainnya terluka.
Anadolu Agency kemudian melaporkan bahwa jumlah korban tewas meningkat menjadi 16 orang.








Baca berita tanpa iklan. Gabung Kompas.com+

Davut Gul juga mengatakan bahwa mereka telah meluncurkan penyelidikan atas insiden tersebut.
Baca juga: 

Israel dan Turkiye Resmi Pulihkan Hubungan Diplomatik Skala Penuh
Turkiye Bersiap Kirim Kapal Pengebor, Yunani dan Siprus Meradang
Nyanyian Vladimir Putin Bergemuruh di Stadion Turkiye Kala Tim Ukraina Bertandang

 
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 
",http://www.kompas.com/global/read/2022/08/20/195040470/sedang-tangani-kecelakaan-beberapa-petugas-tewas-tertabrak-bus
"Mobil Bak Terbuka Tabrak Truk di Tol Tangerang Jakbar, Muatan Durian Tumpah di Jalan","Kompas.com - 18/08/2022, 14:00 WIB",Mita Amalia Hapsari,Megapolitan,"JAKARTA, KOMPAS.com","

JAKARTA, KOMPAS.com - Sebuah mobil bak terbuka menabrak truk kontainer di Tol Tangerang KM 1400B, wilayah Grogol Petamburan, Jakarta Barat, pada Kamis (18/8/2022) pukul 05.10 WIB. Akibatnya, muatan durian yang diangkut mobil tersebut pun tumpah ke jalan akibat mobil terguling. Kanit Laka Lantas Satwil Jakarta Barat AKP Hartono mengatakan, kejadian bermula ketika mobil bak terbuka bernomor polisi BG 8978 DP yang dikendarai YAB melaju menuju Tomang. ""Setibanya di KM 1.400 B, YAB diduga mengantuk, sehingga mobil yang dikendarainya menabrak kendaraan truk kontainer bernomor polisi B 9337 NDD yang dikendarai AHS,"" jelas Hartono dalam keterangannya, Kamis.
Baca juga: Kebakaran Ruko di Tambora Tewaskan 6 Penghuni Kos, Api Diduga Berasal dari Korsleting Kipas di Kamar Mobil bak terbuka itu pun terbalik dan muatan durian tumpah ke jalan.
Akibatnya, sempat terjadi kemacetan di ruas tol tersebut. Kemacetan mengular hingga kawasan Meruya, Jakarta Barat.""Karena muatan durian tumpah di sisi kiri, jadi jalanan yang bisa digunakan jalur tengah dan kanan saja. Akibatnya terjadi kemacetan hingga Meruya. Baru terurai satu jam kemudian setelah mobil dan durian dievakuasi,"" jelas Hartono. Akibat kejadian tersebut kedua kendaraan mengalami kerusakan, sedangkan sopir di kedua kendaraan selamat tanpa luka berarti.  
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://megapolitan.kompas.com/read/2022/08/18/14003391/mobil-bak-terbuka-tabrak-truk-di-tol-tangerang-jakbar-muatan-durian
"Pengendara Motor Tewas Ditabrak Mobil di Buleleng, Sopir Menyerahkan Diri","Kompas.com - 16/08/2022, 14:11 WIB","Kontributor Buleleng Bali, Ahmad Muzakki Al Hasan",Regional,"BULELENG, KOMPAS.com -","
BULELENG, KOMPAS.com - Seorang pengedara sepeda motor, Gede Kirana (39), tewas usai ditabrak mobil di simpang empat Jalan Singaraja-Kubutambahan Kilometer 6,2, Desa Kerobokan, Kecamatan Sawan, Kabupaten Buleleng, Provinsi Bali.
Usai menabrak korban hingga tewas, sang sopir berinsial SM (36), langsung menyerahkan diri ke polisi.
Baca juga: Pegawai Kontrak Pemkab Buleleng Berbondong-bondong Cari Slip Gaji Pertama di Gudang
 
""Sesaat setelah kejadian sopir mengamankan diri ke Polsek Sawan,"" kata Kasi Humas Polres Buleleng, AKP Gede Sumarjaya di Buleleng, Selasa (16/8/2022).
Kecelakaan itu terjadi pada Selasa, pukul 02.30 Wita. Korban yang merupakan warga Desa Tamblang itu sempat dilarikan ke RS Kertha Husada Singaraja.
""Korban mengalami luka robek pada tumit kaki kiri, keluar darah dari hidung dan kedua telinga, dan cidera kepala berat, kemudian dinyatakan meninggal dunia,"" jelasnya.
Sumarjaya menjelaskan, awalnya korban mengendarai sepeda motor Honda Vario bernomor polisi DK 5675 UJ melaju dari arah timur ke barat. Tiba di simpang empat, korban menyebrang jalan ke utara.
Pada saat yang bersamaan melaju mobil Toyota Kijang bernomor polisi DK 1254 JU dari arah timur ke barat yang dikemudikan SM. Saat itu korban tak memperhatikan laju mobil Kijang tersebut.
Baca juga: Berakhir Damai, 9 Tersangka Kasus Perusakan dan Pembakaran Rumah di Buleleng Dibebaskan
Mobil Toyota tersebut seketika menabrak sepeda motor hingga korban tersungkur di jalan. Warga sekitar yang berada di sekitar tempat kejadian kemudian mengevakuasi korban ke RS.
""Korban dinyatakan meninggal dunia oleh petugas medis. Kasus ini masih ditangani Sat Lantas Polres Buleleng. Sopir masih kami mintai keterangan,"" ujarnya.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://denpasar.kompas.com/read/2022/08/16/141133578/pengendara-motor-tewas-ditabrak-mobil-di-buleleng-sopir-menyerahkan-diri
"Mobil Tabrak Truk Tangki di Tol Jagorawi, 3 Orang Tewas di Tempat","Kompas.com - 16/08/2022, 11:52 WIB",Nirmala Maulana Achmad,Megapolitan,"JAKARTA, KOMPAS.com -","
JAKARTA, KOMPAS.com - Sebuah mobil Luxio bernomor polisi B 2468 PKC menabrak truk tangki di Tol Jagorawi KM 06.800 B arah Jakarta, wilayah Jakarta Timur, pada Selasa (16/8/2022) pagi. Akibat kecelakaan itu, tiga penumpang mobil dilaporkan tewas. Kepala Induk Patroli Jalan Raya Jagorawi AKP Budi menuturkan, mobil itu menabrak truk tangki bernomor polisi F 8234 HE yang sedang berhenti. ""(Mobil) menabrak truk tangki yang sedang berhenti di bahu jalan,"" kata Budi, Selasa.
Baca juga: Kala Terduga Pengutil Cokelat di Alfamart Tangerang Mengaku Syok... Akibatnya, tiga penumpang mobil berinisial EW (31), DY (51), dan EH tewas di tempat. Selanjutnya, ketiga jenazah dibawa ke Rumah Sakit (RS) Polri Kramatjati, Jakarta Timur. ""Sopir mobil diduga mengantuk, kemudian oleng menabrak truk tangki,"" kata Budi.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://megapolitan.kompas.com/read/2022/08/16/11523811/mobil-tabrak-truk-tangki-di-tol-jagorawi-3-orang-tewas-di-tempat
